Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh
Li3Ti4CoCrO12,"[{'Li': '3.0', 'Ti': '4.0', 'Co': '1.0', 'Cr': '1.0', 'O': '12.0'}]",515.2049999999999,Anod,129.6
SiAg,"[{'Si': '1.0', 'Ag': '1.0'}]",135.955,Anod,2300.0
PTh,"[{'P': '1.0', 'Th': '1.0'}]",263.014,Cath,50.6
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anod,715.0
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,1800.0
NVP / C-3,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,109.6
Mg2+ / Fâ co-doped LiNi0.5Mn1.5,"[{'Mg': '2.0'}, {'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",231.2995,Cath,132.0
Ge @ C,"[{'Ge': '1.0'}, {'C': '1.0'}]",84.64099999999999,Anod,931.7
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,120.0
LiNi0.75Co0.25O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",97.691,Cath,40.6
SiOC,"[{'Si': '1.0', 'O': '1.0', 'C': '1.0'}]",56.095,Anod,79.0
Na2MnP2O7,"[{'Na': '2.0', 'Mn': '1.0', 'P': '2.0', 'O': '7.0'}]",274.85900000000004,Cath,97.5
MnO / CNT-based,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,187.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,120.0
Te / CFC,"[{'Te': '1.0'}, {'C': '2.0', 'F': '1.0'}]",170.61999999999998,Cath,316.7
Pt / C,"[{'Pt': '1.0'}, {'C': '1.0'}]",207.091,Anod,400.0
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anod,499.0
SIB,"[{'S': '1.0', 'I': '1.0', 'B': '1.0'}]",169.77,Anod,367.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,1148.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,233.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,1026.0
Li2MnSiO4 / C-1,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,140.0
Cu2SnS3,"[{'Cu': '2.0', 'Sn': '1.0', 'S': '3.0'}]",341.982,Anod,819.0
Ni(OH)2,"[{'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",92.707,Cath,289.0
NVP / C-3,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,111.3
SnO2-60 @ CMK-3,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,825.0
Li4Ti5O12-TiN-TiC,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,110.0
Bi2MoO6,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,475.5
SnO2 / CNT,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,630.4
FeFe(CN)6,"[{'C': '6.0', 'N': '6.0', 'Fe': '2.0'}]",267.798,Cath,89.0
Fe2O3,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,180.0
Li2S6-based FâTiO2,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Cath,630.0
LiMnPO4 / C,"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",168.859,Cath,156.0
PVP @ S-SACNT,"[{'P': '2.0', 'V': '1.0'}]",112.8895,Cath,590.0
TiO2âB,"[{'Ti': '1.0', 'O': '2.0'}]",79.865,Anod,170.0
Co3O4 / C,"[{'Co': '3.0', 'O': '4.0'}, {'C': '1.0'}]",252.806,Cath,1000.0
FePO4,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cath,90.0
LiNi1 / 3Mn1 / 3Co1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Mn': '0.3333', 'Co': '0.3333', 'O': '2.0'}]",96.4535812,Cath,145.0
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",123.053,Cath,500.0
Li1.17Ni0.25Mn0.58O2,"[{'Li': '1.17', 'Ni': '0.25', 'Mn': '0.58', 'O': '2.0'}]",86.65509,Cath,250.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,140.0
Li4Ti5O12 / Fe2O3,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Fe': '2.0', 'O': '3.0'}]",618.7699999999999,Anod,145.3
Al71Si25Cu4,"[{'Al': '71.0', 'Si': '25.0', 'Cu': '4.0'}]",2872.031,Anod,508.0
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",103.004,Anod,392.0
GeSe,"[{'Ge': '1.0', 'Se': '1.0'}]",151.601,Anod,707.12
NVP,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}]",95.9225,Cath,366.0
SnO2 : Sb,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,838.0
BP2000-FeS-S,"[{'B': '1.0', 'P': '2000.0'}]",61958.81,Cath,1206.2
BiF3,"[{'Bi': '1.0', 'F': '3.0'}]",265.974,Cath,385.0
NMC442 / LMO,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,115.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,123.0
LiNi0.6Mn0.2Co0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Mn': '0.2', 'Co': '0.2', 'O': '2.0'}]",96.928,Cath,237.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,81.4
TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",308.675,Anod,221.5
ZnO,"[{'Zn': '1.0', 'O': '1.0'}]",81.37899999999999,Anod,410.48
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",121.8785,Anod,713.4
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,1000.0
MgH2,"[{'Mg': '1.0', 'H': '2.0'}]",26.321,Anod,1480.0
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cath,230.0
Cu3Si-SCG,"[{'Cu': '3.0', 'Si': '1.0'}]",218.723,Anod,512.0
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",123.987,Cath,361.0
FeSe2âC,"[{'Fe': '1.0', 'Se': '2.0'}]",213.787,Anod,917.7
Ni / MoO2âÎ´,"[{'Ni': '1.0'}, {'Mo': '1.0', 'O': '2.0'}]",186.641,Anod,1630.9
LiNi0.5Mn1.5O4,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,68.0
CoFe2O4,"[{'Co': '1.0', 'Fe': '2.0', 'O': '4.0'}]",234.619,Anod,1036.0
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anod,600.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,790.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,577.0
MnO2,"[{'Mn': '1.0', 'O': '2.0'}]",86.936,Cath,170.0
Sb2Se3 / rGO,"[{'Sb': '2.0', 'Se': '3.0'}]",480.433,Anod,682.0
LiNi0.8Co0.15Al0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",96.08145,Cath,25.0
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,1095.0
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,600.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,190.0
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Cath,100.0
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anod,250.0
LiV3O8 @ GO,"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",287.7565,Cath,184.3
ZnS / C @ C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '2.0'}]",121.462,Anod,751.0
LiCoPO4,"[{'Li': '1.0', 'Co': '1.0', 'P': '1.0', 'O': '4.0'}]",160.84300000000002,Cath,123.0
NaFePO4,"[{'Na': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",173.805,Cath,142.0
Sb6O13 / rGO,"[{'Sb': '6.0', 'O': '13.0'}]",938.547,Anod,1109.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,113.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cath,106.0
CuO-CF,"[{'Cu': '1.0', 'O': '1.0'}]",79.545,Anod,610.1
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,380.0
Si / Ag,"[{'Si': '1.0'}, {'Ag': '1.0'}]",135.955,Anod,1600.0
FeS @ TiO2 @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'Ti': '1.0', 'O': '2.0'}, {'C': '1.0'}]",179.78099999999998,Anod,384.0
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",98.83,Anod,1300.0
Li4Ti5O12 @ C,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",471.094,Anod,143.3
LiNi1 / 3Co1 / 3Mn1 / 3O2,"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",96.4535812,Cath,182.7
LiNi0.995Al0.005O2,"[{'Li': '1.0', 'Ni': '0.995', 'Al': '0.005', 'O': '2.0'}]",97.472445,Cath,135.0
CoO,"[{'Co': '1.0', 'O': '1.0'}]",74.932,Anod,810.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,119.0
RGO / Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Anod,1062.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,199.5
Li4Ti4.95V0.05O12 / C,"[{'Li': '4.0', 'Ti': '4.95', 'V': '0.05', 'O': '12.0'}, {'C': '1.0'}]",471.247725,Anod,141.0
Na0.66Co0.5Mn0.5O2,"[{'Na': '0.66', 'Co': '0.5', 'Mn': '0.5', 'O': '2.0'}]",104.1069,Cath,56.6
NaFePO4,"[{'Na': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",173.805,Cath,115.0
LMO,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,114.4
CNT / Fe3O4,"[{'Fe': '3.0', 'O': '4.0'}]",231.531,Cath,753.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,112.1
Bi2MoO6,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,460.2
CoS @ 1T-MoS2,"[{'Co': '1.0', 'S': '1.0'}]",90.993,Anod,1150.0
Sn @ PVP-CX,"[{'Sn': '1.0'}, {'P': '2.0', 'V': '1.0'}]",231.5995,Anod,533.0
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,790.1
S @ TiO2 / GA-2,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}]",111.925,Cath,931.0
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anod,994.0
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,187.0
MnO2 @ C @ MnO,"[{'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}, {'Mn': '1.0', 'O': '1.0'}]",169.884,Anod,1243.2
Si / Sn-Ni / C / Al,"[{'Si': '1.0'}, {'C': '1.0'}, {'Al': '1.0'}]",67.078,Anod,37.0
NiO,"[{'Ni': '1.0', 'O': '1.0'}]",74.692,Anod,823.0
Co9S8 @ MoS2 / rGO,"[{'Co': '9.0', 'S': '10.0', 'Mo': '1.0'}]",946.947,Anod,1636.0
Na0.44MnO2,"[{'Na': '0.44', 'Mn': '1.0', 'O': '2.0'}]",97.0516,Cath,89.5
Na0.67Ni0.25Mg0.1Mn0.65O2,"[{'Na': '0.67', 'Ni': '0.25', 'Mg': '0.1', 'Mn': '0.65', 'O': '2.0'}]",100.21475,Cath,140.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,571.0
S @ C,"[{'S': '1.0'}, {'C': '1.0'}]",44.071,Cath,415.7
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,450.0
RuO2 / mTiO2,"[{'Ru': '1.0', 'O': '2.0'}, {'Ti': '1.0', 'O': '2.0'}]",212.933,Cath,2000.0
SiO,"[{'Si': '1.0', 'O': '1.0'}]",44.084,Anod,1600.0
CNT @ Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Cath,76.0
LiMn0.6Fe0.4PO4 / C,"[{'Li': '1.0', 'Mn': '0.6', 'Fe': '0.4', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.2218,Cath,134.0
Mn0.9Co0.1O / CNT,"[{'Mn': '0.9', 'Co': '0.1', 'O': '1.0'}]",71.3365,Anod,500.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,130.0
FeP @ C / CNTs,"[{'Fe': '1.0', 'P': '1.0', 'C': '1.0'}]",98.83,Anod,571.0
SnS2 @ C,"[{'Sn': '1.0', 'S': '2.0'}, {'C': '1.0'}]",194.841,Anod,1851.0
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anod,614.0
SnSbâAg nano-alloy,"[{'Sn': '1.0', 'Sb': '1.0'}]",240.47,Anod,518.0
MoS2 / C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",172.081,Cath,975.0
BP-C,"[{'B': '1.0', 'P': '1.0'}]",41.784,Cath,465.0
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",111.8035,Cath,100.0
SnO2 @ C,"[{'Sn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",162.719,Anod,835.4
RGO / WS2-S,"[{'W': '1.0', 'S': '2.0'}]",247.96,Cath,1531.0
LiNi0.7Co0.15Mn0.15O2,"[{'Li': '1.0', 'Ni': '0.7', 'Co': '0.15', 'Mn': '0.15', 'O': '2.0'}]",97.10375,Cath,214.8
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Anod,890.0
Fe3C / Fe3O4 @ C,"[{'Fe': '3.0', 'C': '1.0'}, {'Fe': '3.0', 'O': '4.0', 'C': '1.0'}]",423.088,Anod,850.0
SnS / rGO,"[{'Sn': '1.0', 'S': '1.0'}]",150.76999999999998,Anod,617.0
K2V3O8 / C,"[{'K': '2.0', 'V': '3.0', 'O': '8.0'}, {'C': '1.0'}]",371.0235,Cath,75.0
KMnO4,"[{'K': '1.0', 'Mn': '1.0', 'O': '4.0'}]",158.032,Cath,403.0
Cu3Ge / Ge,"[{'Cu': '3.0', 'Ge': '1.0'}, {'Ge': '1.0'}]",335.898,Anod,790.0
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,230.0
Cu0.02Mg0.02,"[{'Cu': '0.02', 'Mg': '0.02'}]",1.75702,Cath,87.0
MoS2-PDA-GO30,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,150.0
MoS2 / C,"[{'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",172.081,Anod,283.7
Li2S,"[{'Li': '2.0', 'S': '1.0'}]",45.940000000000005,Cath,851.0
Li2Se,"[{'Li': '2.0', 'Se': '1.0'}]",92.851,Cath,100.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
Sn(MoO4)2 / C,"[{'Mo': '2.0', 'O': '8.0', 'Sn': '1.0'}, {'C': '1.0'}]",450.613,Anod,998.0
Fe2O3 @ TiO2,"[{'Fe': '2.0', 'O': '3.0'}, {'Ti': '1.0', 'O': '2.0'}]",239.552,Anod,753.7
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,158.0
S @ MnO2 @ C,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}, {'C': '1.0'}]",131.007,Cath,602.3
Li2S / CNF,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",90.95600000000002,Cath,520.0
Li2S @ C,"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",57.95100000000001,Cath,385.1
Fe0.9Co0.1F3Â·0.5H2O,"[{'Fe': '0.9', 'Co': '0.1', 'F': '3.0'}]",113.1478,Cath,52.0
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,70.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cath,139.8
ZnFe2O4 @ C nano-whiskers,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}]",241.066,Anod,700.0
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",112.839,Cath,217.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,720.0
LiNi0.5Mn0.5O2,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",95.7535,Cath,136.0
Li2S / CNT / C-N / O,"[{'Li': '2.0', 'S': '1.0'}, {'O': '1.0'}]",61.93900000000001,Cath,696.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,50.0
LiNi0.4Mn0.4Co0.2O2,"[{'Li': '1.0', 'Ni': '0.4', 'Mn': '0.4', 'Co': '0.2', 'O': '2.0'}]",96.177,Cath,221.0
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,171.2
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",97.871,Cath,100.0
Nickel sulfide,"[{'Ni': '2.0', 'S': '3.0'}]",213.566,Cath,488.9
CuCrO2,"[{'Cu': '1.0', 'Cr': '1.0', 'O': '2.0'}]",147.54,Anod,641.0
Na0.6Co0.1Mn0.9O2,"[{'Na': '0.6', 'Co': '0.1', 'Mn': '0.9', 'O': '2.0'}]",101.1295,Cath,187.0
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,562.1
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,160.0
Li3V2(PO4)3 / C-20,"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",407.613,Anod,500.0
MnP,"[{'Mn': '1.0', 'P': '1.0'}]",85.912,Anod,1104.0
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",1082.652,Anod,1185.9
NaNi0.35Mn0.35Fe0.3O2,"[{'Na': '1.0', 'Ni': '0.35', 'Mn': '0.35', 'Fe': '0.3', 'O': '2.0'}]",111.51235,Cath,300.0
Sb2S3,"[{'Sb': '2.0', 'S': '3.0'}]",339.70000000000005,Anod,877.0
Li4Ti5O12 / Fe2O3,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Fe': '2.0', 'O': '3.0'}]",618.7699999999999,Anod,106.0
Fe2O3 @ rGO,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Anod,736.0
Ammonium vanadate,"[{'N': '3.0', 'H': '12.0', 'V': '1.0', 'O': '4.0'}]",169.05450000000002,Cath,279.0
MnO / carbon,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Anod,1464.9
Cu / Sn,"[{'Cu': '1.0'}, {'Sn': '1.0'}]",182.256,Anod,707.0
Cu2SnS3,"[{'Cu': '2.0', 'Sn': '1.0', 'S': '3.0'}]",341.982,Anod,751.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
TiO2 / Mn3O4 / Ti3C2Tx,"[{'Ti': '1.0', 'O': '2.0'}, {'Mn': '3.0', 'O': '4.0'}]",308.675,Anod,87.6
Mg2Si,"[{'Mg': '2.0', 'Si': '1.0'}]",76.695,Anod,645.0
SiO2,"[{'Si': '1.0', 'O': '2.0'}]",60.083,Cath,710.0
Sn @ C,"[{'Sn': '1.0'}, {'C': '1.0'}]",130.721,Anod,500.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,117.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,890.0
MnO / C,"[{'Mn': '1.0', 'O': '1.0'}, {'C': '1.0'}]",82.948,Anod,818.0
LiFePO4,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,149.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,112.0
K0.45Mn0.5Co0.5O2,"[{'K': '0.45', 'Mn': '0.5', 'Co': '0.5', 'O': '2.0'}]",106.5276,Cath,116.0
LiNi0.5Co0.2Mn0.3O2,"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.2', 'Mn': '0.3', 'O': '2.0'}]",96.5525,Cath,197.5
FePO4,"[{'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",150.815,Cath,112.0
CuS,"[{'Cu': '1.0', 'S': '1.0'}]",95.606,Cath,300.0
LiNi0.74Co0.26O2,"[{'Li': '1.0', 'Ni': '0.74', 'Co': '0.26', 'O': '2.0'}]",97.6934,Cath,210.0
Sn @ PVP-CX,"[{'Sn': '1.0'}, {'P': '2.0', 'V': '1.0'}]",231.5995,Anod,615.0
Fe2O3âCNT,"[{'Fe': '2.0', 'O': '3.0'}]",159.687,Cath,200.0
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,1049.6
Mn3O4,"[{'Mn': '3.0', 'O': '4.0'}]",228.81000000000003,Anod,1169.7
Li2S6,"[{'Li': '2.0', 'S': '6.0'}]",206.24,Cath,670.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,105.0
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,131.0
V2O5,"[{'V': '2.0', 'O': '5.0'}]",181.878,Cath,740.0
SnO2,"[{'Sn': '1.0', 'O': '2.0'}]",150.708,Anod,783.0
CNF,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}]",45.016000000000005,Anod,268.0
CuCrO2,"[{'Cu': '1.0', 'Cr': '1.0', 'O': '2.0'}]",147.54,Anod,1392.0
V2O5 / Cu,"[{'V': '2.0', 'O': '5.0'}, {'Cu': '1.0'}]",245.424,Cath,186.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,164.8
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",109.744,Anod,143.0
ZnO(84.7) / CeO2(15.3),"[{'Zn': '1.0', 'O': '84.7'}, {'Ce': '1.0', 'O': '215.3'}]",5005.200000000001,Anod,572.2
LiNi0.5Mn1.5O4âx,"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",182.6895,Cath,115.0
Co3O4,"[{'Co': '3.0', 'O': '4.0'}]",240.795,Cath,78.0
NaTi2(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '1.0', 'Ti': '2.0'}]",403.634,Anod,133.0
Si / PANi / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,790.0
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",100.73,Cath,75.0
SnS2,"[{'Sn': '1.0', 'S': '2.0'}]",182.83,Anod,576.0
UIO-67 @ Se,"[{'U': '1.0', 'I': '1.0', 'O': '1.0'}, {'Se': '1.0'}]",459.9,Cath,76.8
Li4Ti5O12,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",459.083,Anod,30.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,170.0
Si / C,"[{'Si': '1.0'}, {'C': '1.0'}]",40.096,Anod,556.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,134.0
MgF2,"[{'Mg': '1.0', 'F': '2.0'}]",62.301,Anod,5.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Cath,80.0
ZnFe2O4 / C,"[{'Zn': '1.0', 'Fe': '2.0', 'O': '4.0'}, {'C': '1.0'}]",253.077,Anod,928.6
LiNi0.6Co0.2Mn0.2O2,"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",96.928,Cath,156.3
Mg0.2Co0.2Ni0.2Cu0.2Zn0.2O,"[{'Mg': '0.2', 'Co': '0.2', 'Ni': '0.2', 'Cu': '0.2', 'Zn': '0.2', 'O': '1.0'}]",70.1704,Anod,920.0
LiFePO4 / C,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",169.766,Cath,130.1
Li2MnSiO4,"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",160.899,Anod,388.0
VS4,"[{'V': '1.0', 'S': '4.0'}]",179.1815,Cath,757.0
MoS2,"[{'Mo': '1.0', 'S': '2.0'}]",160.07,Anod,873.9
LiMn2O4,"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",180.812,Cath,103.0
MnO,"[{'Mn': '1.0', 'O': '1.0'}]",70.937,Cath,330.0
LFP,"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",157.755,Cath,115.0
Si / C @ CNF,"[{'Si': '1.0'}, {'C': '2.0', 'N': '1.0', 'F': '1.0'}]",85.11200000000001,Anod,1506.5
NFS,"[{'N': '1.0', 'F': '1.0', 'S': '1.0'}]",65.065,Cath,53.2
