Compound_name,Extracted_name,Type,Molecular_weight,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
Cu2.33V4O11,"[{'Cu': '2.33', 'V': '4.0', 'O': '11.0'}]",Cathode,0.008490722761939863,0.03445803729813693,0.42727706344906335,0.829580883386069
Ni5Sb2,"[{'Ni': '5.0', 'Sb': '2.0'}]",Anode,0.00863869332475794,0.06880118383441024,0.42727706344906335,0.829580883386069
Na2Ti6O13,"[{'Na': '2.0', 'Ti': '6.0', 'O': '13.0'}]",Anode,0.00870622397379237,0.011364994163549297,0.055009823182711186,0.829580883386069
TiO2-SiO2 / Bi2O3,"[{'Ti': '1.0', 'O': '2.0'}, {'Bi': '2.0', 'O': '3.0'}]",Anode,0.00878132438248195,0.05743618967086094,0.42727706344906335,0.829580883386069
Li3V(MoO4)3,"[{'Mo': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.0'}]",Cathode,0.00887457446011016,0.022968961111774922,0.7229862475442043,0.829580883386069
Sn3.95Fe0.05P3,"[{'Sn': '3.95', 'Fe': '0.05', 'P': '3.0'}]",Anode,0.009084707921496753,0.09649904870449176,0.42727706344906335,0.829580883386069
Mg1.8Mn6O12Â·4.8H2O,"[{'Mg': '1.8', 'Mn': '6.0', 'O': '12.0'}]",Cathode,0.009096752555063183,0.024807213301592843,0.42727706344906335,0.829580883386069
Sn4P3-GA,"[{'Sn': '4.0', 'P': '3.0'}]",Anode,0.009135440644388117,0.037215415582863814,0.055009823182711186,0.8119228883842377
NaV6O15,"[{'Na': '1.0', 'V': '6.0', 'O': '15.0'}]",Anode,0.00914935350754961,0.025266776349047324,0.42727706344906335,0.829580883386069
Li2Na2Ti5.9Al0.1O14,"[{'Li': '2.0', 'Na': '2.0', 'Ti': '5.9', 'Al': '0.1', 'O': '14.0'}]",Anode,0.009154768548838102,0.0526107776725889,0.42727706344906335,0.829580883386069
Li1.95Al0.05Na2Ti6O14,"[{'Li': '1.95', 'Al': '0.05', 'Na': '2.0', 'Ti': '6.0', 'O': '14.0'}]",Anode,0.009204651489542168,0.00440261399461392,0.42727706344906335,0.829580883386069
K2Ti6O13,"[{'K': '2.0', 'Ti': '6.0', 'O': '13.0'}]",Anode,0.009226197059187497,0.02273917958804768,0.5854616895874263,0.829580883386069
Cu5V2O10,"[{'Cu': '5.0', 'V': '2.0', 'O': '10.0'}]",Cathode,0.009326556900415053,0.10339249441630897,0.42727706344906335,0.829580883386069
Sn4P3 / C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",Anode,0.009329300736537387,0.195305103907205,0.19253438113948915,0.829580883386069
Na3V3(PO4)4,"[{'P': '4.0', 'O': '16.0', 'Na': '3.0', 'V': '3.0'}]",Cathode,0.009682795600262912,0.007803380545777074,0.7622789783889979,0.829580883386069
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",Anode,0.009815621478902692,0.06311179330692378,0.5854616895874263,0.9846937244270151
Li2SrTi6O14,"[{'Li': '2.0', 'Sr': '1.0', 'Ti': '6.0', 'O': '14.0'}]",Anode,0.009860555830459063,0.027564591586319725,0.5265225933202358,0.829580883386069
Li4Ti5O12 / Fe2O3,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Fe': '2.0', 'O': '3.0'}]",Anode,0.009958720602788747,0.03951323082013621,0.42727706344906335,0.829580883386069
Na2Ti7O15,"[{'Na': '2.0', 'Ti': '7.0', 'O': '15.0'}]",Anode,0.009995262043853268,0.014834695171830621,0.42727706344906335,0.829580883386069
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",Cathode,0.010033062421491564,0.02067114587450252,0.8212180746561886,0.9959983593273242
(LNMO)95 @ (YBCO)5,"[{'Y': '5.0', 'B': '5.0', 'C': '5.0', 'O': '5.0'}]",Cathode,0.010279265222727513,0.03399847425068245,0.9587426326129665,0.829580883386069
FeSn5,"[{'Fe': '1.0', 'Sn': '5.0'}]",Anode,0.01045301461012131,0.172326951534481,0.42727706344906335,0.829580883386069
Ni3Sn4,"[{'Ni': '3.0', 'Sn': '4.0'}]",Anode,0.010477612293947426,0.11488157060267097,0.42727706344906335,0.829580883386069
Bi2Se3,"[{'Bi': '2.0', 'Se': '3.0'}]",Anode,0.010541430694110461,0.23609132436879013,0.42727706344906335,0.829580883386069
Fe7S8 @ C ( 1â6 ),"[{'Fe': '7.0', 'S': '8.0'}, {'C': '1.0'}]",Anode,0.01061459427730192,0.11763894888739786,0.42727706344906335,0.829580883386069
VS4 @ Li7P3S11,"[{'V': '1.0', 'S': '4.0'}, {'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",Cathode,0.01083954848880225,0.1247621761229423,0.42727706344906335,0.829580883386069
Sn / Sn4P3 @ C,"[{'Sn': '1.0'}, {'Sn': '4.0', 'P': '3.0', 'C': '1.0'}]",Anode,0.011245305360552028,0.13533212621439536,0.42727706344906335,0.829580883386069
Co9S8,"[{'Co': '9.0', 'S': '8.0'}]",Cathode,0.012672003302891765,0.028263127418450537,0.15913555992141448,0.0
K2V8O21,"[{'K': '2.0', 'V': '8.0', 'O': '21.0'}]",Cathode,0.013234166903720925,0.05674684509967922,0.42727706344906335,0.829580883386069
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",Cathode,0.0134032033490693,0.022968961111774922,0.212180746561886,0.829580883386069
Fe9S10 @ C,"[{'Fe': '9.0', 'S': '10.0'}, {'C': '1.0'}]",Anode,0.013452205034171721,0.07421024090294948,0.42727706344906335,0.829580883386069
Manganese orthosilicate,"[{'Si': '7.0', 'O': '28.0', 'Mn': '4.0'}]",Cathode,0.013921933638103134,0.07581871156904016,0.42727706344906335,0.829580883386069
PbCl2 / Sb4O5Cl,"[{'Pb': '1.0', 'Cl': '2.0'}, {'Sb': '4.0', 'O': '5.0', 'Cl': '1.0'}]",Anode,0.014184470334373225,0.23820531438708076,0.42727706344906335,0.829580883386069
Ca2Ge7O16 NS / CNT,"[{'Ca': '2.0', 'Ge': '7.0', 'O': '16.0', 'N': '1.0', 'S': '1.0'}]",Anode,0.014346388946016005,0.16639858822231823,0.42727706344906335,0.829580883386069
V10O24Â·12H2O,"[{'V': '10.0', 'O': '24.0'}]",Cathode,0.014391161895447532,0.037789869392181916,0.3300589390962671,0.829580883386069
ZnS / Fe9S10 @ C,"[{'Zn': '1.0', 'S': '1.0'}, {'Fe': '9.0', 'S': '10.0', 'C': '1.0'}]",Anode,0.015024907338644691,0.13004715116866883,0.42727706344906335,0.829580883386069
Sb6O13 / rGO,"[{'Sb': '6.0', 'O': '13.0'}]",Anode,0.015119989330389872,0.25481851855256016,0.42727706344906335,0.829580883386069
Co9S8 @ MoS2 / rGO,"[{'Co': '9.0', 'S': '10.0', 'Mo': '1.0'}]",Anode,0.015255567115258231,0.42722359580510844,0.42727706344906335,0.829580883386069
Cu6Sn5,"[{'Cu': '6.0', 'Sn': '5.0'}]",Anode,0.01570554009910883,0.09190341822994696,0.07465618860510805,0.829580883386069
Fe9S10 @ MoS2 @ C,"[{'Fe': '9.0', 'S': '10.0'}, {'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",Anode,0.01603576884653819,0.04525776891331722,0.42727706344906335,0.829580883386069
SrFe12O19,"[{'Sr': '1.0', 'Fe': '12.0', 'O': '19.0'}]",Anode,0.01710836666718424,0.3177097215967058,0.42727706344906335,0.829580883386069
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",Anode,0.017445874650444036,0.21713434866129283,0.42727706344906335,0.829580883386069
BaFe12O19,"[{'Ba': '1.0', 'Fe': '12.0', 'O': '19.0'}]",Anode,0.017910696629780214,0.10143935146462743,0.42727706344906335,0.8999589831831051
Cu6Sn5 @ SnO2âC,"[{'Cu': '6.0', 'Sn': '5.0'}, {'Sn': '1.0', 'O': '2.0'}]",Anode,0.018137999242197014,0.14797011001939356,0.42727706344906335,0.829580883386069
Ni11(HPO3)8(OH)6 / rGO,"[{'H': '14.0', 'P': '8.0', 'O': '30.0', 'Ni': '11.0'}]",Cathode,0.022366137725229163,0.011296059706431126,0.10216110019646364,0.829580883386069
Ti2Nb10O29,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",Anode,0.02400062476309215,0.03307934815577349,0.15324165029469544,0.9699876949549315
Si20C80,"[{'Si': '20.0', 'C': '80.0'}]",Anode,0.024546406048249717,0.06802911791468672,0.42727706344906335,0.829580883386069
Bi5Nb3O15 @ C,"[{'Bi': '5.0', 'Nb': '3.0', 'O': '15.0'}, {'C': '1.0'}]",Anode,0.025402386077143596,0.14095717791523818,0.42727706344906335,0.829580883386069
Na7H2[PV14O42],"[{'P': '1.0', 'V': '14.0', 'O': '42.0', 'Na': '7.0', 'H': '2.0'}]",Anode,0.025457989109152108,0.15785071553966487,0.19253438113948915,0.829580883386069
Si20Co10C70,"[{'Si': '20.0', 'Co': '10.0', 'C': '70.0'}]",Anode,0.032119716550146345,0.14015753821266738,0.5854616895874263,0.8329315019157855
Al74Si25Cu1,"[{'Al': '74.0', 'Si': '25.0', 'Cu': '1.0'}]",Anode,0.044556379737608356,0.35362457375527345,0.42727706344906335,0.829580883386069
Al71Si25Cu4,"[{'Al': '71.0', 'Si': '25.0', 'Cu': '4.0'}]",Anode,0.046326831925439335,0.1167198227924889,0.42727706344906335,0.829580883386069
Si20Co30C50,"[{'Si': '20.0', 'Co': '30.0', 'C': '50.0'}]",Anode,0.04726633755393961,0.13349387402457744,0.42727706344906335,0.829580883386069
K3PW12O40,"[{'K': '3.0', 'P': '1.0', 'W': '12.0', 'O': '40.0'}]",Anode,0.048300408687385575,0.0017831046241233834,0.01571709233791748,0.829580883386069
Si85Sn15,"[{'Si': '85.0', 'Sn': '15.0'}]",Anode,0.06724202943198154,0.30105056112648093,0.42727706344906335,0.829580883386069
ZnO(84.7) / CeO2(15.3),"[{'Zn': '1.0', 'O': '84.7'}, {'Ce': '1.0', 'O': '215.3'}]",Anode,0.08075663285042194,0.12478055864484049,0.42727706344906335,0.829580883386069
SiO / Sn30Fe30C40,"[{'Si': '1.0', 'O': '1.0'}, {'Sn': '30.0', 'Fe': '30.0', 'C': '40.0'}]",Anode,0.09295821384304968,0.160837875348119,0.42727706344906335,0.829580883386069
Sb48Fe36P16,"[{'Sb': '48.0', 'Fe': '36.0', 'P': '16.0'}]",Anode,0.13475022743084641,0.12177501631448819,0.0943025540275049,0.829580883386069
Ni50Sn50,"[{'Ni': '50.0', 'Sn': '50.0'}]",Anode,0.14313774709172747,0.12177501631448819,0.42727706344906335,0.829580883386069
Sn54Sb41Co5,"[{'Sn': '54.0', 'Sb': '41.0', 'Co': '5.0'}]",Anode,0.18876636988811152,0.06318072776404195,0.42727706344906335,0.829580883386069
Ag65Au35 / MnO2,"[{'Ag': '65.0', 'Au': '35.0'}, {'Mn': '1.0', 'O': '2.0'}]",Anode,0.22581253153722872,0.2504526696017426,0.42727706344906335,0.829580883386069
Li2Mn409,"[{'Li': '2.0', 'Mn': '409.0'}]",Cathode,0.3628604637999359,0.03445803729813693,0.42727706344906335,0.829580883386069
BP2000,"[{'B': '1.0', 'P': '2000.0'}]",Cathode,0.9999999999999999,0.5974227704298752,0.5854616895874263,0.829580883386069
