Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent,Conductivity_in_Siemens_per_cm
Na4MnV(PO4)3,"[{'P': '3.0', 'O': '12.0', 'Na': '4.0', 'Mn': '1.0', 'V': '1.0'}]",482.7495,Cath,101.0,3.3,,
,,487.168,,,,78.8,
Mg3Bi2,"[{'Mg': '3.0', 'Bi': '2.0'}]",490.875,Anod,360.0,,,
Sn2P2S6,"[{'Sn': '2.0', 'P': '2.0', 'S': '6.0'}]",491.728,Anod,473.0,,,
Sb2Se3 / C,"[{'Sb': '2.0', 'Se': '3.0'}, {'C': '1.0'}]",492.444,Anod,650.0,,,
,,495.2063999999999,,,3.75,,
,,498.541,,,1.5,,
Li2MgSn4,"[{'Li': '2.0', 'Mg': '1.0', 'Sn': '4.0'}]",513.025,Anod,575.0,,92.8,
V6O13Â·nH2O,"[{'V': '6.0', 'O': '13.0'}]",513.636,Cath,395.0,,,
Bi2S3,"[{'Bi': '2.0', 'S': '3.0'}]",514.14,Anod,322.0,,,
Li3Ti4CoCrO12,"[{'Li': '3.0', 'Ti': '4.0', 'Co': '1.0', 'Cr': '1.0', 'O': '12.0'}]",515.2049999999999,Anod,136.1,2.5,,
Na4C24H8O8,"[{'Na': '4.0', 'C': '24.0', 'H': '8.0', 'O': '8.0'}]",516.28,Anod,100.0,0.4,,
Bi2S3 / C,"[{'Bi': '2.0', 'S': '3.0'}, {'C': '1.0'}]",526.151,Anod,804.0,1.63,,
Cu2.33V4O11,"[{'Cu': '2.33', 'V': '4.0', 'O': '11.0'}]",527.81718,Cath,150.0,,,
Ni5Sb2,"[{'Ni': '5.0', 'Sb': '2.0'}]",536.985,Anod,299.46,,,
Na2Ti6O13,"[{'Na': '2.0', 'Ti': '6.0', 'O': '13.0'}]",541.169,Anod,49.5,0.3,,
TiO2-SiO2 / Bi2O3,"[{'Ti': '1.0', 'O': '2.0'}, {'Bi': '2.0', 'O': '3.0'}]",545.822,Anod,250.0,,,
Li3V(MoO4)3,"[{'Mo': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '1.0'}]",551.5995,Cath,100.0,3.7,,
,,551.977,,,1.57,,
Sn3.95Fe0.05P3,"[{'Sn': '3.95', 'Fe': '0.05', 'P': '3.0'}]",564.61875,Anod,420.0,,,
Mg1.8Mn6O12Â·4.8H2O,"[{'Mg': '1.8', 'Mn': '6.0', 'O': '12.0'}]",565.365,Cath,108.0,,,
Sn4P3-GA,"[{'Sn': '4.0', 'P': '3.0'}]",567.762,Anod,162.0,0.3,81.2,
NaV6O15,"[{'Na': '1.0', 'V': '6.0', 'O': '15.0'}]",568.624,Anod,110.0,,,
Li2Na2Ti5.9Al0.1O14,"[{'Li': '2.0', 'Na': '2.0', 'Ti': '5.9', 'Al': '0.1', 'O': '14.0'}]",568.9595,Anod,229.0,,,
,,571.048,,,1.36,,
Li1.95Al0.05Na2Ti6O14,"[{'Li': '1.95', 'Al': '0.05', 'Na': '2.0', 'Ti': '6.0', 'O': '14.0'}]",572.0501,Anod,19.2,,,
K2Ti6O13,"[{'K': '2.0', 'Ti': '6.0', 'O': '13.0'}]",573.385,Anod,99.0,3.0,,
Cu5V2O10,"[{'Cu': '5.0', 'V': '2.0', 'O': '10.0'}]",579.6030000000001,Cath,450.0,,,
Sn4P3 / C,"[{'Sn': '4.0', 'P': '3.0'}, {'C': '1.0'}]",579.7729999999999,Anod,850.0,1.0,,
Na3V3(PO4)4,"[{'P': '4.0', 'O': '16.0', 'Na': '3.0', 'V': '3.0'}]",601.6745000000001,Cath,34.0,3.9,,
,,607.613,,,1.1,,
Bi2MoO6 / rGO-20,"[{'Bi': '2.0', 'Mo': '1.0', 'O': '6.0'}]",609.904,Anod,274.7,3.0,98.47,
Li2SrTi6O14,"[{'Li': '2.0', 'Sr': '1.0', 'Ti': '6.0', 'O': '14.0'}]",612.688,Anod,120.0,2.7,,
Li4Ti5O12 / Fe2O3,"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'Fe': '2.0', 'O': '3.0'}]",618.7699999999999,Anod,172.0,,,
Na2Ti7O15,"[{'Na': '2.0', 'Ti': '7.0', 'O': '15.0'}]",621.034,Anod,64.6,,,
Na4Fe3(PO4)2(P2O7),"[{'P': '4.0', 'O': '15.0', 'Na': '4.0', 'Fe': '3.0'}]",623.376,Cath,90.0,4.2,99.6,
(LNMO)95 @ (YBCO)5,"[{'Y': '5.0', 'B': '5.0', 'C': '5.0', 'O': '5.0'}]",638.63,Cath,148.0,4.9,,
FeSn5,"[{'Fe': '1.0', 'Sn': '5.0'}]",649.395,Anod,750.0,,,
Ni3Sn4,"[{'Ni': '3.0', 'Sn': '4.0'}]",650.919,Anod,500.0,,,
Bi2Se3,"[{'Bi': '2.0', 'Se': '3.0'}]",654.873,Anod,1027.5,,,
Fe7S8 @ C ( 1â6 ),"[{'Fe': '7.0', 'S': '8.0'}, {'C': '1.0'}]",659.406,Anod,512.0,,,
VS4 @ Li7P3S11,"[{'V': '1.0', 'S': '4.0'}, {'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",673.3435,Cath,543.0,,,
Sn / Sn4P3 @ C,"[{'Sn': '1.0'}, {'Sn': '4.0', 'P': '3.0', 'C': '1.0'}]",698.483,Anod,589.0,,,
Co9S8,"[{'Co': '9.0', 'S': '8.0'}]",786.8770000000001,Cath,123.04,0.83,0.041,
K2V8O21,"[{'K': '2.0', 'V': '8.0', 'O': '21.0'}]",821.7069999999999,Cath,247.0,,,
Mo6S8,"[{'Mo': '6.0', 'S': '8.0'}]",832.1800000000001,Cath,100.0,1.1,,
Fe9S10 @ C,"[{'Fe': '9.0', 'S': '10.0'}, {'C': '1.0'}]",835.216,Anod,323.0,,,0.00122
,,844.5500000000001,,,3.0,,
Manganese orthosilicate,"[{'Si': '7.0', 'O': '28.0', 'Mn': '4.0'}]",864.319,Cath,330.0,,,
PbCl2 / Sb4O5Cl,"[{'Pb': '1.0', 'Cl': '2.0'}, {'Sb': '4.0', 'O': '5.0', 'Cl': '1.0'}]",880.5850000000002,Anod,1036.7,,,
Ca2Ge7O16 NS / CNT,"[{'Ca': '2.0', 'Ge': '7.0', 'O': '16.0', 'N': '1.0', 'S': '1.0'}]",890.617,Anod,724.2,,,
V10O24Â·12H2O,"[{'V': '10.0', 'O': '24.0'}]",893.391,Cath,164.5,1.7,,
,,927.0475,,,3.0,,
ZnS / Fe9S10 @ C,"[{'Zn': '1.0', 'S': '1.0'}, {'Fe': '9.0', 'S': '10.0', 'C': '1.0'}]",932.656,Anod,566.0,,,
Sb6O13 / rGO,"[{'Sb': '6.0', 'O': '13.0'}]",938.547,Anod,1109.0,,,
Co9S8 @ MoS2 / rGO,"[{'Co': '9.0', 'S': '10.0', 'Mo': '1.0'}]",946.947,Anod,1859.3,,,
Cu6Sn5,"[{'Cu': '6.0', 'Sn': '5.0'}]",974.826,Anod,400.0,0.4,,
Fe9S10 @ MoS2 @ C,"[{'Fe': '9.0', 'S': '10.0'}, {'Mo': '1.0', 'S': '2.0'}, {'C': '1.0'}]",995.286,Anod,197.0,,,
SrFe12O19,"[{'Sr': '1.0', 'Fe': '12.0', 'O': '19.0'}]",1061.741,Anod,1382.7,,,
Fe3S4 / Co9S8,"[{'Fe': '3.0', 'S': '4.0'}, {'Co': '9.0', 'S': '8.0'}]",1082.652,Anod,945.0,,,
BaFe12O19,"[{'Ba': '1.0', 'Fe': '12.0', 'O': '19.0'}]",1111.451,Anod,441.5,,90.0,
Cu6Sn5 @ SnO2âC,"[{'Cu': '6.0', 'Sn': '5.0'}, {'Sn': '1.0', 'O': '2.0'}]",1125.534,Anod,644.0,,,
,,1127.95,,,0.025,,
,,1132.7025,,,3.5,,
,,1238.216,,,2.0,,
Ni11(HPO3)8(OH)6 / rGO,"[{'H': '14.0', 'P': '8.0', 'O': '30.0', 'Ni': '11.0'}]",1387.4969999999998,Cath,49.2,0.54,,
Ti2Nb10O29,"[{'Ti': '2.0', 'Nb': '10.0', 'O': '29.0'}]",1488.765,Anod,144.0,0.8,97.0,
Si20C80,"[{'Si': '20.0', 'C': '80.0'}]",1522.58,Anod,296.1,,,
Bi5Nb3O15 @ C,"[{'Bi': '5.0', 'Nb': '3.0', 'O': '15.0'}, {'C': '1.0'}]",1575.614,Anod,613.48,,,
Na7H2[PV14O42],"[{'P': '1.0', 'V': '14.0', 'O': '42.0', 'Na': '7.0', 'H': '2.0'}]",1579.059,Anod,687.0,1.0,,
Si20Co10C70,"[{'Si': '20.0', 'Co': '10.0', 'C': '70.0'}]",1991.8,Anod,610.0,3.0,83.3,
Al74Si25Cu1,"[{'Al': '74.0', 'Si': '25.0', 'Cu': '1.0'}]",2762.3389999999995,Anod,1539.0,,,
Al71Si25Cu4,"[{'Al': '71.0', 'Si': '25.0', 'Cu': '4.0'}]",2872.031,Anod,508.0,,,
Si20Co30C50,"[{'Si': '20.0', 'Co': '30.0', 'C': '50.0'}]",2930.24,Anod,581.0,,,
K3PW12O40,"[{'K': '3.0', 'P': '1.0', 'W': '12.0', 'O': '40.0'}]",2994.308,Anod,7.8,0.1,,
Si85Sn15,"[{'Si': '85.0', 'Sn': '15.0'}]",4167.875,Anod,1310.2,,,
ZnO(84.7) / CeO2(15.3),"[{'Zn': '1.0', 'O': '84.7'}, {'Ce': '1.0', 'O': '215.3'}]",5005.200000000001,Anod,543.08,,,
SiO / Sn30Fe30C40,"[{'Si': '1.0', 'O': '1.0'}, {'Sn': '30.0', 'Fe': '30.0', 'C': '40.0'}]",5761.173999999999,Anod,700.0,,,
Sb48Fe36P16,"[{'Sb': '48.0', 'Fe': '36.0', 'P': '16.0'}]",8350.484,Anod,530.0,0.5,,
Ni50Sn50,"[{'Ni': '50.0', 'Sn': '50.0'}]",8870.15,Anod,530.0,,,
,,11214.292,,,3.0,,
Sn54Sb41Co5,"[{'Sn': '54.0', 'Sb': '41.0', 'Co': '5.0'}]",11697.165,Anod,275.0,,,
Ag65Au35 / MnO2,"[{'Ag': '65.0', 'Au': '35.0'}, {'Mn': '1.0', 'O': '2.0'}]",13992.436,Anod,1090.0,,,
,,16817.968,,,3.0,,
Li2Mn409,"[{'Li': '2.0', 'Mn': '409.0'}]",22483.522,Cath,150.0,,,
BP2000,"[{'B': '1.0', 'P': '2000.0'}]",61958.81,Cath,2600.0,3.0,,
